subject,t_center_s,label,is_stress,eda_mean,eda_std,scl_mean,scl_slope,scr_rate,scr_mean_amp,scr_auc,hr_mean,hr_std,rmssd,sdnn,pnn50,temp_mean,temp_slope,temp_std,acc_mean,acc_var,enmo,cort_mean,cort_slope,cort_auc
S2,420.0,1,0,0.7013574838638306,0.07683822512626648,0.701619674702012,-0.004357726137894731,4.0,0.01926284758483246,0.12918839033053298,73.3344312259912,10.23971210184744,97.2547188713326,102.6755760240943,33.87096774193548,35.7276611328125,0.0015650473083236678,0.03257672116160393,0.9910057187080383,0.00014230929082259536,0.0010945121757686138,5.1971183,-0.10130615,5.174916
S2,425.0,1,0,0.6785231232643127,0.07519019395112991,0.6788140069907332,-0.004285171032475611,4.0,0.01918598329008875,0.12002529048389357,72.68427355899708,9.301921602032666,92.54518158759345,93.52796626502125,33.87096774193548,35.735164642333984,0.0019314499376891004,0.03703610599040985,0.991220235824585,0.00014038370864000171,0.0010803426848724484,5.18362,-0.13729028,5.1628103
S2,430.0,1,0,0.6561318039894104,0.07346021384000778,0.6572785033231696,-0.004276108929125224,3.0,0.017043639273347917,0.0894727033745687,72.83507616001759,8.954171368079125,74.70178808339959,87.90011884488175,30.158730158730158,35.744163513183594,0.0020786809466776285,0.03882891684770584,0.9912341237068176,6.930370727786794e-05,0.0005405117990449071,5.1824374,-0.19743432,5.1577454
S2,435.0,1,0,0.6360843777656555,0.0710829347372055,0.635801689757267,-0.0041105074350145585,4.0,0.018847147249072965,0.12600831590730646,72.14288026990366,8.619672073951378,68.74889026092985,85.99791112262915,29.6875,35.75467300415039,0.002096745017444467,0.03909324109554291,0.9905955195426941,0.00034838143619708717,0.0015074849361553788,5.179537,0.06038475,5.1545
S2,440.0,1,0,0.6150491833686829,0.07078651338815689,0.615681397288688,-0.004031975675620603,4.0,0.01977117652012253,0.13069580953909404,72.89113253730957,9.476083337158052,93.99382355871847,95.02644349347055,32.8125,35.76566696166992,0.0020945230236742514,0.038960862904787064,0.9905959963798523,0.0004788644437212497,0.0020443901885300875,5.1898046,0.008214597,5.1698413
S2,445.0,1,0,0.5960801243782043,0.0708976686000824,0.596550670939998,-0.004062313196200969,4.0,0.019457480710216524,0.12872328693964827,73.80573907520478,9.595174625412897,108.81553341550094,95.09848398018131,37.096774193548384,35.775001525878906,0.002086745992498349,0.03888094052672386,0.9901293516159058,0.0005230114911682904,0.0020443901885300875,5.194888,-0.028194038,5.174147
S2,450.0,1,0,0.5811205506324768,0.06898680329322815,0.581218885429033,-0.003794438266873061,5.0,0.023969274268578512,0.17186676989874108,74.69519027237058,10.242835760860721,114.35591128387074,99.41570172352631,41.935483870967744,35.78466796875,0.00215340442803477,0.03989490494132042,0.9890177249908447,0.0009871867951005697,0.0034998038318008184,5.1843243,-0.03495927,5.1632986
S2,455.0,1,0,0.5648370385169983,0.06169455870985985,0.5652311488926236,-0.003349503075075667,5.0,0.038015751778695185,0.20289254826590425,72.94979768335165,7.972238882807134,113.1766944660367,84.12194261838488,41.37931034482759,35.794334411621094,0.00219061405502026,0.04071754217147827,0.990041196346283,0.002115954179316759,0.005999969318509102,5.1787186,-0.04231336,5.1573634
S2,460.0,1,0,0.5503793358802795,0.05349311605095863,0.5503686322025917,-0.002769891454229748,6.0,0.03687108648043911,0.23437052501309147,72.9534961110207,8.68064455294476,122.69427583901668,90.45554212744354,50.0,35.80416488647461,0.002020320893327945,0.03835337981581688,0.990099310874939,0.0021631026174873114,0.00636823195964098,5.168861,-0.026374262,5.146261
S2,465.0,1,0,0.5374965667724609,0.04514412581920624,0.5377271536642868,-0.0022734370325638597,6.0,0.036921654371876944,0.22034641660284623,74.58161706079858,10.198031718880946,125.82487367267953,100.0823635421721,52.54237288135594,35.814334869384766,0.001785577726264298,0.03480243310332298,0.9898216724395752,0.002163436496630311,0.006376917008310556,5.1401,-0.08025451,5.119293
S2,470.0,1,0,0.5274487733840942,0.037055835127830505,0.5273472345642007,-0.0017249871172187133,7.0,0.03548037327587139,0.24549209565695557,74.73333919978727,10.108634095178745,127.48187166874617,99.32184897030938,60.0,35.822166442871094,0.0015625055102139753,0.03183729201555252,0.9899084568023682,0.002188396407291293,0.006673553492873907,5.145197,-0.046363045,5.123817
S2,475.0,1,0,0.5196219682693481,0.02951953373849392,0.5197197913440009,-0.001169427434515316,8.0,0.03291849184738391,0.2529591643475754,76.31522090403588,11.577819516867233,141.52013952876592,108.70187512240916,68.96551724137932,35.827335357666016,0.0012288888656992714,0.028157785534858704,0.9895394444465637,0.0022112003061920404,0.006898967549204826,5.15447,-0.053819027,5.131671
S2,480.0,1,0,0.5134395360946655,0.023343106731772423,0.5136098683256825,-0.0007364953709829479,8.0,0.03291613604920689,0.2627647941828507,76.40015389412943,11.936466125980559,145.02504173928543,111.97651391886374,68.51851851851852,35.83183670043945,0.0008163818524682183,0.02369827777147293,0.9894736409187317,0.0022117779590189457,0.006898967549204826,5.1655984,0.014128125,5.1438894
S2,485.0,1,0,0.5076308846473694,0.019813982769846916,0.507801373008649,-0.0004934527205236281,9.0,0.030134207099142274,0.26471920471311927,79.43622527391987,14.419727843742566,181.66830648064473,127.671632378091,76.36363636363637,35.833168029785156,0.00037027238903415254,0.022096943110227585,0.9889312386512756,0.002224839059635997,0.006898967549204826,5.168675,-0.06256319,5.148012
S2,490.0,1,0,0.5045904517173767,0.019422998651862144,0.5042403265010788,-0.000255531479790383,10.0,0.031236518049157103,0.34480125920369065,80.41870844952373,14.617548581626933,179.95777780907798,127.79860411135135,83.33333333333334,35.833168029785156,-0.00015806260606702073,0.022396625950932503,0.9889143705368042,0.002245004056021571,0.007155747152864933,5.1665983,-0.13891229,5.145791
S2,495.0,1,0,0.503661036491394,0.017910946160554886,0.5036735104380291,9.665962012089483e-05,10.0,0.029719031161867172,0.309035784343648,77.56231595357922,12.723728892557164,157.0868791966431,115.96130174358215,75.92592592592592,35.83183288574219,-0.0005975051345014356,0.02369828149676323,0.9895984530448914,0.0019610808230936527,0.006135022733360529,5.157587,0.061189532,5.1373367
S2,500.0,1,0,0.5048832297325134,0.017931541427969933,0.5051049093982353,0.00018772710136874649,9.0,0.031119466884334004,0.2973264594667443,74.79893007238068,10.266685971703117,139.2738741107029,101.13800612098464,72.54901960784314,35.828834533691406,-0.000976952241670438,0.026082081720232964,0.9895457625389099,0.0018313092878088355,0.005598117597401142,5.1675196,0.14676818,5.1448956
S2,505.0,1,0,0.5061855316162109,0.01737414486706257,0.5059297678687018,0.0001544154497025772,9.0,0.03102257611522959,0.29546117151137585,74.363327662225,9.86689326147468,133.9296656117768,96.29037407626306,64.70588235294117,35.82550048828125,-0.0013275033630952596,0.028659816831350327,0.9901255965232849,0.0018118410371243954,0.005805098917335272,5.156339,0.11006904,5.1346865
S2,510.0,1,0,0.5053095817565918,0.015220747329294682,0.5072887857868378,-0.00010229706032013575,6.0,0.02158639995141337,0.18818038581969226,74.77745946112192,10.94410589342819,165.42535558398924,108.27260976602679,66.07142857142857,35.82083511352539,-0.0014808377817428261,0.0299044419080019,0.9912521839141846,0.0013371029635891318,0.004252541344612837,5.1567554,0.07513519,5.1373982
S2,515.0,1,0,0.5037822127342224,0.014244518242776394,0.5036789879513606,-1.648434533006036e-05,6.0,0.021957201448184065,0.1834842399723148,73.88316400007058,9.974341772823067,149.10758839397366,99.52774134902369,61.66666666666667,35.81517028808594,-0.0015141769073003244,0.030026910826563835,0.9901756644248962,0.00017576325626578182,0.0014297013403847814,5.1604085,0.07417807,5.1394506
S2,520.0,1,0,0.5013312697410583,0.015992455184459686,0.5015212985894366,-0.00026637213824917086,5.0,0.019730439923478938,0.1581978673783989,73.98896864349341,9.598896343790713,143.35912199300944,95.32341429893089,57.377049180327866,35.809669494628906,-0.0014772346316574705,0.029209671542048454,0.989901602268219,0.00012061696907039732,0.0009985879296436906,5.18036,0.15337878,5.1603155
S2,525.0,1,0,0.49828770756721497,0.019391724839806557,0.4983073754877974,-0.0005731261588948832,5.0,0.01970150287574366,0.15727925734284162,73.8440557067633,9.572302180694212,141.82942775696748,94.77012835011567,55.73770491803278,35.8038330078125,-0.0012436275223548954,0.025890128687024117,0.9897937774658203,0.00011878226359840482,0.0009899025317281485,5.2054768,0.040304728,5.182389
S2,530.0,1,0,0.4936317801475525,0.02322309836745262,0.4933453535421304,-0.0008582856295057837,4.0,0.020254063007557804,0.15104068971738713,73.99088829274604,9.326582869572539,137.31732805434416,92.44155958155305,46.875,35.79866409301758,-0.000914464826150749,0.021171370521187782,0.9896808862686157,9.36221331357956e-05,0.0006932661053724587,5.198499,-0.0005017847,5.1776743
S2,535.0,1,0,0.4876251220703125,0.02743956632912159,0.48790536045481103,-0.0012042426214436226,2.0,0.024001879010203953,0.11723429737798212,73.12799055274961,8.481351082672376,128.8039797477688,85.61977061412624,40.909090909090914,35.79583740234375,-0.0005475129768081452,0.018192827701568604,0.9898166656494141,7.093670137692243e-05,0.0004790032980963588,5.1934676,-0.026938006,5.1719832
S2,540.0,1,0,0.4807802438735962,0.0318649522960186,0.48120622307587957,-0.0015447138537519416,2.0,0.023528255274715915,0.10676857929170114,73.28883173607092,7.83683690036828,117.95071739957595,81.0518986692966,38.80597014925373,35.794002532958984,-0.00011222673916553663,0.015405978076159954,0.9895610809326172,7.383953197859228e-05,0.0005240181926637888,5.185792,0.027343638,5.1629515
S2,545.0,1,0,0.47458139061927795,0.03660264611244202,0.4746076680523453,-0.001953310493663244,2.0,0.023405880947283297,0.10597852458310325,73.11515272726068,6.992495490537762,102.23979049086213,71.98565973791511,30.76923076923077,35.794334411621094,0.0002550102637483891,0.015955161303281784,0.9897174835205078,5.919938121223822e-05,0.0005240181926637888,5.1888533,-0.03578347,5.1657276
S2,550.0,1,0,0.46650055050849915,0.039210133254528046,0.46670271563993937,-0.0022521871807560986,0.0,0.0,0.027911678201347878,73.4330859530695,6.963493962639388,101.01307837936864,72.16309905307796,30.88235294117647,35.79667282104492,0.0006061293610717913,0.01804341934621334,0.9895005822181702,3.847181869787164e-05,0.0002672384143806994,5.1927257,-0.11746317,5.17294
S2,555.0,1,0,0.45599886775016785,0.039474163204431534,0.4560287664174067,-0.002252667006745122,0.0,0.0,0.03955714561986326,73.66176381229754,6.968507405416429,101.04543320158275,71.72210164443719,31.343283582089555,35.79999923706055,0.0009366877308863774,0.021213330328464508,0.9894724488258362,3.821037171292119e-05,0.0002697964373510331,5.181136,-0.06156629,5.1595664
S2,560.0,1,0,0.44503816962242126,0.03982158005237579,0.4451278377698188,-0.0022784511315951,0.0,0.0,0.034644820569829024,73.04772586830984,6.2772230334544785,93.82770411611644,68.41718159539127,32.83582089552239,35.80500411987305,0.001232240771222507,0.025199102237820625,0.9897049069404602,3.772885975195095e-05,0.0002697964373510331,5.1554165,-0.06849585,5.134462
S2,565.0,1,0,0.4338105618953705,0.039812494069337845,0.4340803871766149,-0.002287884277441566,0.0,0.0,0.027081255219967668,73.80164554865094,6.473898173922647,65.77473289290009,67.20929039653643,29.411764705882355,35.81033706665039,0.0014061254267793304,0.02780664898455143,0.989780068397522,2.9417507903417572e-05,0.0002669344248715788,5.1671133,-0.10755079,5.1460195
S2,570.0,1,0,0.423260897397995,0.037718191742897034,0.4233394114862252,-0.002168482040648079,0.0,0.0,0.03618277708195075,74.58665167219358,6.771994461393902,61.33502331643213,68.74800646171019,28.78787878787879,35.818336486816406,0.0017316744822983491,0.03302311524748802,0.989746630191803,4.0837967389961705e-05,0.0004096374032087624,5.1830688,-0.06396328,5.1609015
S2,575.0,1,0,0.41361358761787415,0.03478162735700607,0.41363144918786715,-0.001986356538813203,1.0,0.017829164816181797,0.054805796635277834,74.97594088499727,8.337901842173517,81.05097665856773,81.30439392089957,35.38461538461539,35.82767105102539,0.0019850037069318433,0.036984413862228394,0.9891607761383057,0.0003357826790306717,0.00163508509285748,5.1828175,-0.06996464,5.1607637
S2,580.0,1,0,0.405087411403656,0.03127879649400711,0.40518732542487956,-0.0017344082038990855,1.0,0.01731869449094775,0.0678234259964166,74.83148841476404,8.414842897766729,81.91415894388388,82.85363635163722,35.483870967741936,35.837669372558594,0.0021438899840183832,0.03942721337080002,0.9888485074043274,0.0003594738955143839,0.0016624688869342208,5.160981,-0.0032455688,5.1391516
S2,585.0,1,0,0.3979973793029785,0.0271238312125206,0.39794624040069365,-0.0014588977122640219,4.0,0.013865260464247214,0.09764848154245354,75.71069325529118,9.612789977839292,105.86237404244828,94.36213608623625,43.54838709677419,35.84699630737305,0.00213833049605409,0.039212390780448914,0.9882794618606567,0.00042893242789432406,0.0017992093926295638,5.1693497,0.115586564,5.144777
S2,590.0,1,0,0.3899089992046356,0.02496066503226757,0.39012182771007736,-0.0013061475122741197,4.0,0.014967031791715615,0.1083492132469275,76.13355554674582,10.402721926824594,121.18192354369523,101.04557857327158,48.333333333333336,35.85567092895508,0.0019827702688732765,0.03716406226158142,0.9881395697593689,0.000495899876113981,0.0021868848707526922,5.1736145,0.09419665,5.1537337
S2,595.0,1,0,0.3828350007534027,0.022692613303661346,0.3831304636500777,-0.0011987499973943785,4.0,0.014876141601154469,0.11377497139740966,76.05273675971276,10.886341888741615,125.547048565503,107.63766109819532,50.877192982456144,35.862998962402344,0.0017594348341415616,0.034510161727666855,0.9877862334251404,0.0008400190272368491,0.0037134329322725534,5.1705637,0.04044294,5.148597
S2,600.0,1,0,0.37616676092147827,0.021432045847177505,0.3762726530749157,-0.0011275755054717428,5.0,0.013921250757864689,0.12359001538539931,74.0639188682874,10.691332922231407,136.05547015765822,111.082327493872,53.57142857142857,35.86933517456055,0.0014599905231096482,0.03086826764047146,0.9884319305419922,0.0008965943125076592,0.004161167424172163,5.170216,0.064543076,5.1503925
S2,605.0,1,0,0.37080118060112,0.01927666924893856,0.37072323471842533,-0.0009917129108792248,8.0,0.013797408970310211,0.1471507117375478,74.25503840172496,10.655629862536397,137.09263001542226,110.47415996119932,54.54545454545454,35.875,0.0011238833678616554,0.02711043506860733,0.9874585270881653,0.0012245282996445894,0.005107831675559282,5.17405,0.056115113,5.152992
S2,610.0,1,0,0.36527010798454285,0.018092524260282516,0.36546220150016157,-0.0009288767101623489,8.0,0.014033312746368279,0.1390747162283929,72.89652508407495,11.398185369390504,143.48934702037408,121.14270621294143,55.55555555555556,35.87866973876953,0.0007083272989429333,0.023413892835378647,0.987277090549469,0.0012233649613335729,0.005107831675559282,5.166964,-0.023750247,5.146584
S2,615.0,1,0,0.3599579632282257,0.017265288159251213,0.3603654365853526,-0.0008516617888855889,8.0,0.01405682775780908,0.143603593054656,72.27837865493937,11.420881862797438,141.61582755340717,121.43625187025332,54.54545454545454,35.88149642944336,0.0002897153925329166,0.020802518352866173,0.9872098565101624,0.0012554081622511148,0.0054084244184195995,5.176103,0.034509763,5.153882
S2,620.0,1,0,0.3557242155075073,0.017597565427422523,0.3558442599206213,-0.0008763477720239352,10.0,0.015290448187201832,0.1734888726344226,72.55159891187698,11.906321248234132,146.33034180860622,125.3980809929561,58.82352941176471,35.88166809082031,-0.00021723181314028665,0.020425966009497643,0.9867533445358276,0.0015639232005923986,0.006466022692620754,5.1878185,-0.08086439,5.1680937
S2,625.0,1,0,0.3505561947822571,0.020839622244238853,0.3506556118189118,-0.0010267798743658371,11.0,0.015225575193026954,0.18362552748201716,68.82904689818393,9.300475849013072,139.8415677204028,107.19975052395914,57.99999999999999,35.88066864013672,-0.0008438903239564993,0.021898433566093445,0.9866246581077576,0.0015650676796212792,0.006400889717042446,5.1893373,-0.07172249,5.167148
S2,630.0,1,0,0.3454735577106476,0.02244500257074833,0.3453014913527633,-0.0011345884516678305,12.0,0.01627758252740988,0.20792226700047334,70.62397642785751,10.520811176152492,148.48493675220962,110.8365107312187,59.61538461538461,35.876502990722656,-0.0012024962125332774,0.025548404082655907,0.9861048460006714,0.001790085225366056,0.007066378835588694,5.177436,-0.0120643815,5.1543803
S2,635.0,1,0,0.33891206979751587,0.025014391168951988,0.3388111074183967,-0.0012902993022951062,12.0,0.015821222176638162,0.18855865465069716,69.65169043351224,8.700698180079925,137.68370081672063,97.73480568261073,54.90196078431373,35.87016677856445,-0.0014980456500367457,0.02980373427271843,0.9866584539413452,0.0014984920853748918,0.005840931553393602,5.1601005,-0.10405313,5.13817
S2,640.0,1,0,0.33175796270370483,0.026721179485321045,0.33207058979480014,-0.0013885018007370666,11.0,0.015489028120869613,0.16995199511314774,69.97734843396313,8.483153361151407,131.6585902058806,94.72035696051441,51.85185185185185,35.86250305175781,-0.0016769290233239669,0.03263990953564644,0.9867763519287109,0.0016142514068633318,0.00635886937379837,5.1598096,-0.1565616,5.1357994
S2,645.0,1,0,0.32479068636894226,0.02495000697672367,0.3251698468396042,-0.0013629461344340577,11.0,0.017059905489762016,0.17793852520548853,69.87435976336202,8.20681639237069,118.44426407441446,91.80576958183183,50.0,35.85449981689453,-0.0018197051303110198,0.03466060012578964,0.9873884916305542,0.0018988883821293712,0.007610014174133539,5.1364255,-0.11792759,5.115952
S2,650.0,1,0,0.3191635012626648,0.025697482749819756,0.31875013920237905,-0.0013571621072731752,13.0,0.0165367519659624,0.20837992311714498,70.89944417724972,7.773799521801424,94.60595880301481,88.67772770223704,47.16981132075472,35.84583282470703,-0.001955819600580316,0.03657291457056999,0.9869693517684937,0.002093779155984521,0.008213031105697155,5.136315,-0.085022725,5.1141915
S2,655.0,1,0,0.3123511075973511,0.027016950771212578,0.3126943063902888,-0.0014550104552267422,11.0,0.017458547785770252,0.19222834874576106,71.74440586255575,8.549144290375866,103.97117071706838,94.3147589740364,48.148148148148145,35.8385009765625,-0.0018985982541333418,0.035907644778490067,0.9874736666679382,0.0017950161127373576,0.006972455885261297,5.1466684,-0.061463032,5.1240535
S2,660.0,1,0,0.3054906129837036,0.02856532856822014,0.30505738710685815,-0.0014924156850747402,12.0,0.018176480316487192,0.20894074237309715,73.17175187630022,9.160363739724328,102.8563419694349,96.33253049762011,47.368421052631575,35.83016586303711,-0.0018730501472193131,0.035518862307071686,0.9867637753486633,0.0017330771079286933,0.006479706149548292,5.151859,0.008290343,5.1311765
S2,665.0,1,0,0.29759976267814636,0.028201397508382797,0.29769142546609917,-0.001538037330595265,9.0,0.017751282334652778,0.1651602188928988,72.67100399119414,8.043938476960031,101.57286087735417,87.83993224527416,46.55172413793103,35.8211669921875,-0.0017719487419203598,0.03371848165988922,0.9877655506134033,0.001406330382451415,0.00553304236382246,5.146583,0.02152914,5.124448
S2,670.0,1,0,0.2901359796524048,0.028146833181381226,0.2901925100112933,-0.0015305780623570478,9.0,0.017694855211865382,0.16609647513054243,74.10654572951536,8.403533371527661,102.15663083998156,86.02583843515981,49.152542372881356,35.81150436401367,-0.0017830793740706435,0.03405001759529114,0.9878395199775696,0.001407733536325395,0.005536816082894802,5.15329,-0.039633293,5.1299357
S2,675.0,1,0,0.2826668620109558,0.02748049609363079,0.28287979175263406,-0.0015068277900983282,7.0,0.01818270291296022,0.14529295826979044,74.3024403936476,8.208257783455132,101.72263017432911,83.34995327189634,48.333333333333336,35.801334381103516,-0.0017055971829137574,0.032221633940935135,0.9881690144538879,0.0014507670421153307,0.005793957505375147,5.1401515,0.01907176,5.1188426
S2,680.0,1,0,0.27553945779800415,0.024339929223060608,0.2755911464514523,-0.0013344046376373875,7.0,0.017214664514341976,0.14968557562561374,74.0341615022506,6.946772204846992,94.1121761015745,73.74777398468655,44.26229508196721,35.79350280761719,-0.00158366642717911,0.030157016590237617,0.9879043698310852,0.0013079680502414703,0.005399846006184816,5.1452603,0.05009954,5.1235056
